,sms,label,cleaned
2358,"Okay same with me. Well thanks for the clarification
",0,okay well thank clarif
3375,"Also andros ice etc etc
",0,also andro ice etc etc
1558,"Wat r u doing?
",0,wat r u
1330,"I dont know what to do to come out of this so only am ask questions like this dont mistake me.
",0,dont know come thi onli ask question like thi dont mistak
875,"Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
",0,talk atleast onc day otherwi miss best friend thi world shakespear shesil lt gt
3990,"Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
",0,ok lor anyway thk cant get ticket co like quit late alreadi u wan go look ur fren darren wif
1017,"FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+
",1,free st week nokia tone ur mob everi week txt nokia get txting tell ur mate www getz co uk pobox w wq norm p ton
892,"I am great princess! What are you thinking about me? :)
",0,great princess think
2166,"I'm not coming home 4 dinner.
",0,come home dinner
3983,"His frens go then he in lor. Not alone wif my mum n sis lor.
",0,hi fren go lor alon wif mum n si lor
4606,"I need an 8th but I'm off campus atm, could I pick up in an hour or two?
",0,need th campu atm could pick hour two
1971,"Nvm it's ok...
",0,nvm ok
3524,"Try neva mate!!
",0,tri neva mate
1248,"Horrible gal. Me in sch doing some stuff. How come u got mc?
",0,horribl gal sch stuff come u got mc
505,"+123 Congratulations - in this week's competition draw u have won the Â£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
",1,congratul thi week competit draw u prize claim call b cs stop sm onli ppm
3224,"Well that must be a pain to catch
",0,well must pain catch
4693,"By march ending, i should be ready. But will call you for sure. The problem is that my capital never complete. How far with you. How's work and the ladies
",0,march end readi call sure problem capit never complet far work ladi
3132,"LookAtMe!: Thanks for your purchase of a video clip from LookAtMe!, you've been charged 35p. Think you can do better? Why not send a video in a MMSto 32323.
",1,lookatm thank purcha video clip lookatm v charg p think better whi send video mmsto
835,"Surely result will offer:)
",0,sure result offer
793,"Y?WHERE U AT DOGBREATH? ITS JUST SOUNDING LIKE JAN C THATÂS AL!!!!!!!!!
",0,u dogbreath sound like jan c al
4172,"Pls what's the full name of joke's school cos fees in university of florida seem to actually be  &lt;#&gt; k. Pls holla back
",0,pl full name joke school co fee univ florida seem actual lt gt k pl holla back
3361,"Please attend the phone:)
",0,plea attend phone
4186,"I'm good. Have you registered to vote?
",0,good regist vote
3281,"Badrith is only for chennai:)i will surely pick for us:)no competition for him.
",0,badrith onli chennai sure pick us competit
4466,"""CHEERS FOR CALLIN BABE.SOZI CULDNT TALKBUT I WANNATELL U DETAILS LATER WENWECAN CHAT PROPERLY X""
",0,cheer callin babe sozi culdnt talkbut wannatel u detail later wenwecan chat properli x
1021,"Good afternoon on this glorious anniversary day, my sweet J !! I hope this finds you happy and content, my Prey. I think of you and send a teasing kiss from across the sea coaxing images of fond souveniers ... You Cougar-Pen
",0,good afternoon thi gloriou anniversari day sweet j hope thi find happi content prey think send tea kiss across sea coax imag fond souveni cougar pen
4040,"I cant pick the phone right now. Pls send a message
",0,cant pick phone right pl send messag
2333,"We are both fine. Thanks
",0,fine thank
1885,"I love your ass! Do you enjoy doggy style? :)
",0,love ass enjoy doggi style
894,"It's ok i noe u're busy but i'm really too bored so i msg u. I oso dunno wat colour she choose 4 me one.
",0,ok noe u r busi realli bore msg u oso dunno wat colour choo one
2103,"Audrie lousy autocorrect
",0,audri lousi autocorrect
3291,"My tuition is at 330. Hm we go for the 1120 to 1205 one? Do you mind?
",0,tuition hm go one mind
3867,"Theoretically yeah, he could be able to come
",0,theoret yeah could abl come
5314,"Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
",0,got ur favorit oyster n got favorit sashimi ok lar dun say alreadi wait ur stomach start rumbl
823,"SMSSERVICES. for yourinclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE
",1,smsservic yourinclu text credit pl goto www comuk net login qxj unsubscrib stop extra charg help comuk cm ae
3093,"Dear, take care. I am just reaching home.love u a lot.
",0,dear take care reach home lov u lot
2526,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...
",0,say thi slowli god love amp need clean heart blood send thi ten special peopl amp u c miracl tomorrow pl pl
2857,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...
",0,japan proverb one u none u must indian version one let none leav final kerala version one stop none make strike
1806,"God bless.get good sleep my dear...i will pray!
",0,god bless get good sleep dear pray
3527,"""HEY BABE! FAR 2 SPUN-OUT 2 SPK AT DA MO... DEAD 2 DA WRLD. BEEN SLEEPING ON DA SOFA ALL DAY, HAD A COOL NYTHO, TX 4 FONIN HON, CALL 2MWEN IM BK FRMCLOUD 9! J X""
",0,hey babe far spun spk da mo dead da wrld sleep da sofa day cool nytho tx fonin hon call mwen im bk frmcloud j x
3635,"Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs
",0,big differ lt gt versu lt gt everi lt gt hr
3985,"Hey, I missed you tm of last night as my phone was on the charge ... *smiles* ... I am meeting a friend shortly
",0,hey miss tm last night phone wa charg smile meet friend shortli
5339,"My birthday is on feb  &lt;#&gt;  da. .
",0,birthday feb lt gt da
2316,"That's significant but dont worry.
",0,signif dont worri
1257,"Not yet chikku..going to room nw, i'm in bus..
",0,yet chikku go room nw bu
2496,"WINNER! As a valued network customer you hvae been selected to receive a Â£900 reward! To collect call 09061701444. Valid 24 hours only. ACL03530150PM
",1,winner valu network custom hvae select receiv reward collect call valid hour acl pm
1491,"Cant believe i said so many things to you this morning when all i really wanted to say was good morning, i love you! Have a beautiful morning. See you in the library later.
",0,cant believ said mani thing thi morn realli want say wa good morn love beauti morn see librari later
1372,"I though we shd go out n have some fun so bar in town or something â sound ok?
",0,though shd go n fun bar town someth sound ok
1634,"Yesterday its with me only . Now am going home.
",0,yesterday onli go home
5420,"So how are you really. What are you up to. How's the masters. And so on.
",0,realli master
4821,"Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo
",1,check choo babe video sm shsex netun fgkslpopw fgkslpo
1430,"For sale - arsenal dartboard. Good condition but no doubles or trebles!
",1,sale arsen dartboard good condit doubl trebl
3266,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.
",1,want new nokia colour phone deliveredtomorrow free minut ani mobil free text free camcord repli call
4592,"Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50
",1,well done england get offici poli rington colour flag yer mobil text tone flag opt txt eng stop box w wx
1237,"How much are we getting?
",0,much get
3521,"No it will reach by 9 only. She telling she will be there. I dont know
",0,reach tell dont know
4678,"Wewa is 130. Iriver 255. All 128 mb.
",0,wewa iriv mb
1411,"Pls speak to that customer machan.
",0,pl speak custom machan
1352,"Yo theres no class tmrw right?
",0,yo class tmrw right
3866,"THATÂS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONÂT WORRY.C U L8TR HUN!LOVE Yaxxx
",0,alrit girl u know gail neva wrong tak care sweet worri c u l tr hun lov yaxxx
1691,"Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Â£1.50 SP:Tyrone
",1,sunshin quiz wkli q win top soni dvd player u know countri algarv txt ansr sp tyron
1928,"Omg it could snow here tonite!
",0,omg could snow tonit
1848,"FREE NOKIA Or Motorola with upto 12mths 1/2price linerental, 500 FREE x-net mins&100txt/mth FREE B'tooth*. Call Mobileupd8 on 08001950382 or call 2optout/D3WV
",1,free nokia motorola upto mth price linerent free x net min txt mth free b tooth call mobileupd call optout wv
3242,"Ok i've sent u da latest version of da project.
",0,ok v sent u da latest version da project
5064,"Ok i also wan 2 watch e 9 pm show...
",0,ok also wan watch e pm show
4817,"Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...
",0,anyth valuabl onli situat first befor get second loo
1870,"Mom wants to know where you at
",0,mom want know
2352,"Download as many ringtones as u like no restrictions, 1000s 2 choose. U can even send 2 yr buddys. Txt Sir to 80082 Â£3 
",1,download mani rington u like restrict choos u even send yr buddi txt sir
5194,"Oh oh... Den muz change plan liao... Go back have to yan jiu again...
",0,oh oh den muz chang plan liao go back yan jiu
2124,"+123 Congratulations - in this week's competition draw u have won the Â£1450 prize to claim just call 09050002311 b4280703. T&Cs/stop SMS 08718727868. Over 18 only 150ppm
",1,congratul thi week competit draw u prize claim call b cs stop sm onli ppm
2916,"Nothing lor... A bit bored too... Then y dun u go home early 2 sleep today...
",0,noth lor bit bore dun u go home earli sleep today
192,"I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
",0,sorri v join leagu peopl dont keep touch mean great deal friend time even great person cost great week
14,"I HAVE A DATE ON SUNDAY WITH WILL!!
",0,date sunday
3854,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)
",0,dont worri day veri big lambu ji vl come til enjoy batchlor parti
1998,"""YEH I AM DEF UP4 SOMETHING SAT,JUST GOT PAYED2DAY & I HAVBEEN GIVEN AÂ£50 PAY RISE 4MY WORK & HAVEBEEN MADE PRESCHOOLCO-ORDINATOR 2I AM FEELINGOOD LUV""
",0,yeh def someth sat got pay day havbeen given pay rise mi work havebeen made preschoolco ordin feelingood luv
5073,"WIN a Â£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 Â£1.50perweeksub.
",1,win shop spree everi week start play text store skilgm tsc winawk age perweeksub
2618,"I cant pick the phone right now. Pls send a message
",0,cant pick phone right pl send messag
3060,"Dear all, as we know  &lt;#&gt; th is the  &lt;#&gt; th birthday of our loving Gopalettan. We are planning to give a small gift on that day. Those who like to participate in that you are welcome. Please contact our admin team for more details
",0,dear know lt gt th lt gt th birthday love gopalettan plan give small gift day like particip welcom plea contact admin team detail
5424,"Ok k..sry i knw 2 siva..tats y i askd..
",0,ok k sri knw siva tat askd
770,"Lol I know! They're so dramatic. Schools already closed for tomorrow. Apparently we can't drive in the inch of snow were supposed to get.
",0,lol know r dramat school alreadi close tomorrow appar drive inch snow suppo get
293,"Oops. 4 got that bit.
",0,oop got bit
2033,"Yes, i'm small kid.. And boost is the secret of my energy..
",0,ye small kid boost secret energi
1739,"K go and sleep well. Take rest:-).
",0,k go sleep well take rest
4988,"No rushing. I'm not working. I'm in school so if we rush we go hungry.
",0,rush work school rush go hungri
1709,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?
",0,loverboy doe keep come hi queen hmmm ach speak miss despar
5,"FreeMsg Hey there darling it's been 3 week's now and no word back! I'd like some fun you up for it still? Tb ok! XxX std chgs to send, Â£1.50 to rcv
",1,freemsg hey darl week word back like fun still tb ok xxx std chg send rcv
3599,"Aight, we'll head out in a few
",0,aight head
4810,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself
",0,worri though understand import put place poorli thought punish face worst thing ha ever happen brb gonna go kill
1656,"At 7 we will go ok na.
",0,go ok na
4009,"Forgot you were working today! Wanna chat, but things are ok so drop me a text when you're free / bored etc and i'll ring. Hope all is well, nose essay and all xx
",0,forgot work today wanna chat thing ok drop text r free bore etc ring hope well nose essay xx
319,"December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update Co FREE on 08002986906
",1,decemb mobil mth entitl updat latest colour camera mobil free call mobil updat co free
3127,"U coming 2 pick me?
",0,u come pick
471,"okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm
",1,okmail dear dave thi final notic collect tenerif holiday cash award call landlin tc sae box cw wx ppm
1445,"Those ducking chinchillas
",0,duck chinchilla
256,"Don't necessarily expect it to be done before you get back though because I'm just now headin out
",0,necessarili expect done befor get back though becau headin
3565,"Do you always celebrate NY's with your family ?
",0,alway celebr ny famili
4323,"Sorry . I will be able to get to you. See you in the morning.
",0,sorri abl get see morn
2711,"Hope you enjoyed your new content. text stop to 61610 to unsubscribe. help:08712400602450p Provided by tones2you.co.uk
",1,hope enjoy new content text stop unsubscrib help p provid tone co uk
3931,"I thk Ã¼ gotta go home by urself. Cos i'll b going out shopping 4 my frens present. 
",0,thk gotta go home urself co b go shop fren present
5267,"Gud ni8.swt drms.take care
",0,gud ni swt drm take care
2424,"Lmao but its so fun...
",0,lmao fun
298,"Hurt me... Tease me... Make me cry... But in the end of my life when i die plz keep one rose on my grave and say STUPID I MISS U.. HAVE A NICE DAY BSLVYL
",0,hurt tea make cri end life die plz keep one rose grave say stupid miss u nice day bslvyl
4500,"SMS SERVICES. for your inclusive text credits, pls goto www.comuk.net login= 3qxj9 unsubscribe with STOP, no extra charge. help 08702840625.COMUK. 220-CM2 9AE
",1,sm servic inclu text credit pl goto www comuk net login qxj unsubscrib stop extra charg help comuk cm ae
4929,"Just hopeing that wasnât too pissed up to remember and has gone off to his sisters or something!
",0,hope piss rememb ha gone hi sister someth
2888,"K I'll take care of it
",0,k take care
1518,"Our brand new mobile music service is now live. The free music player will arrive shortly. Just install on your phone to browse content from the top artists.
",1,brand new mobil music servic live free music player arriv shortli instal phone brow content top artist
3031,"Also sir, i sent you an email about how to log into the usc payment portal. I.ll send you another message that should explain how things are back home. Have a great weekend.
",0,also sir sent email log usc payment portal send anoth messag explain thing back home great weekend
4029,"Lol its ok I didn't remember til last nite
",0,lol ok rememb til last nite
4754,"Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..
",1,cashbin co uk get lot cash thi weekend www cashbin co uk dear welcom weekend got biggest best ever cash give away
251,"Ranjith cal drpd Deeraj and deepak 5min hold
",0,ranjith cal drpd deeraj deepak min hold
3225,"Sorry da thangam.it's my mistake.
",0,sorri da thangam mistak
2369,"If you r @ home then come down within 5 min
",0,r home come within min
203,"Your account has been refilled successfully by INR  &lt;DECIMAL&gt; . Your KeralaCircle prepaid account balance is Rs  &lt;DECIMAL&gt; . Your Transaction ID is KR &lt;#&gt; .
",0,account ha refil success inr lt decim gt keralacircl prepaid account balanc rs lt decim gt transact id kr lt gt
43,"WHO ARE YOU SEEING?
",0,see
1038,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt
",0,naughti littl thought better flirt flirt n flirt rather love someon n gettin hurt hurt n hurt gud nyt
5361,"This is ur face test ( 1 2 3 4 5 6 7 8 9  &lt;#&gt;  ) select any number i will tell ur face astrology.... am waiting. quick reply...
",0,thi ur face test lt gt select ani number tell ur face astrolog wait quick repli
2740,"Are you this much buzy
",0,thi much buzi
3926,"As if i wasn't having enough trouble sleeping.
",0,enough troubl sleep
397,"Was actually sleeping and still might when u call back. So a text is gr8. You rock sis. Will send u a text wen i wake.
",0,wa actual sleep still might u call back text gr rock si send u text wen wake
1644,"U WILL SWITCH YOUR FONE ON DAMMIT!!
",0,u switch fone dammit
2785,"K, wat s tht incident?
",0,k wat tht incid
2142,"Alright took the morphine. Back in yo.
",0,alright took morphin back yo
4303,"Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.
",0,aiyar hard type u later free tell call n scold n tell u
4716,"S:)8 min to go for lunch:)
",0,min go lunch
3757,"Yes:)here tv is always available in work place..
",0,ye tv alway avail work place
3131,"Ok. But i finish at 6.
",0,ok finish
126,"Good stuff, will do.
",0,good stuff
4389,"see you then, we're all christmassy here!
",0,see r christmassi
3083,"And very importantly, all we discuss is between u and i only.
",0,veri importantli discuss u
4152,"Ã comin to fetch us oredi...
",0,comin fetch us oredi
943,"How about getting in touch with folks waiting for company? Just txt back your NAME and AGE to opt in! Enjoy the community (150p/SMS)
",1,get touch folk wait compani txt back name age opt enjoy commun p sm
3408,"Beautiful Truth against Gravity.. Read carefully: ""Our heart feels light when someone is in it.. But it feels very heavy when someone leaves it.."" GOODMORNING
",0,beauti truth graviti read care heart feel light someon feel veri heavi someon leav goodmorn
2716,"Cool. I am  &lt;#&gt;  inches long. hope you like them big!
",0,cool lt gt inch long hope like big
5157,"MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
",0,new year eve wa ok went parti boyfriend thi si hey
4518,"Men always needs a beautiful, intelligent, caring, loving, adjustable, cooperative wife. But the law allows only one wife....
",0,men alway need beauti intellig care love adjust cooper wife law allow onli one wife
4649,"We are okay. Going to sleep now. Later
",0,okay go sleep later
1594,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08719899230 Identifier Code: 41685 Expires 07/11/04
",1,privat account statement show un redeem point call identifi code expir
3106,"Or remind me in a few hrs.
",0,remind hr
4890,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...
",0,japan proverb one u none u must indian version one let none leav final kerala version one stop none make strike
806,"I dled 3d its very imp
",0,dled veri imp
3082,"Have a great trip to India. And bring the light to everyone not just with the project but with everyone that is lucky to see you smile. Bye. Abiola
",0,great trip india bring light everyon project everyon lucki see smile bye abiola
4031,"Cool, I'll text you in a few
",0,cool text
1003,"Yes..he is really great..bhaji told kallis best cricketer after sachin in world:).very tough to get out.
",0,ye h realli great bhaji told kalli best cricket sachin world veri tough get
3364,"Can... I'm free...
",0,free
3675,"You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+
",1,nokia thi get win free auction take part send nokia hg suit land row w jhl
4276,"Haiyoh... Maybe your hamster was jealous of million
",0,haiyoh mayb hamster wa jealou million
4340,"Just got outta class gonna go gym.
",0,got outta class gonna go gym
5391,"Ok.ok ok..then..whats ur todays plan
",0,ok ok ok ur today plan
4792,"Send me your resume:-)
",0,send resum
768,"Sorry, I'll call later
",0,sorri call later
2257,"Just checked out, heading out to drop off my stuff now
",0,check head drop stuff
4798,"Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com
",1,santa call would littl one like call santa xma eve call book time call ppm last min c www santacal com
4958,"I'm vivek:)i got call from your number.
",0,vivek got call number
197,"Did u got that persons story
",0,u got person stori
4309,"Ha ha - had popped down to the loo when you hello-ed me. Hello!
",0,ha ha pop loo hello hello
1774,"I'm not coming over, do whatever you want
",0,come whatev want
3315,"Oh gei. That happend to me in tron. Maybe ill dl it in 3d when its out
",0,oh gei happend tron mayb ill dl
624,"sorry, no, have got few things to do. may be in pub later.
",0,sorri got thing may pub later
2158,"Sad story of a Man - Last week was my b'day. My Wife did'nt wish me. My Parents forgot n so did my Kids . I went to work. Even my Colleagues did not wish. As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there. She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife, My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!
",0,sad stori man last week wa b day wife nt wish parent forgot n kid went work even colleagu wish enter cabin pa said happi b day boss felt special askd lunch lunch invit apart went said u mind go bedroom minut ok sed sexi mood came minut latr wid cake n wife parent kidz friend n colleagu scream surpri wa wait sofa nake
4830,"How long before you get reply, just defer admission til next semester
",0,long befor get repli defer admiss til next semest
4730,"I've reached already.
",0,v reach alreadi
1322,"I wake up long ago already... Dunno, what other thing?
",0,wake long ago alreadi dunno thing
2870,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?
",0,hous maid murder coz man wa murder lt gt th januari public holiday govt instituit close includ post offic understand
28,"I'm back &amp; we're packing the car now, I'll let you know if there's room
",0,back amp r pack car let know room
1334,"Oh... Icic... K lor, den meet other day...
",0,oh icic k lor den meet day
5347,"Wat Ã¼ doing now?
",0,wat
325,"No problem. How are you doing?
",0,problem
3863,"Customer place, i wil cal u sir.
",0,custom place wil cal u sir
4561,"I'm awake oh. What's up.
",0,awak oh
109,"I know! Grumpy old people. My mom was like you better not be lying. Then again I am always the one to play jokes...
",0,know grumpi old peopl mom wa like better lie alway one play joke
1202,"I know she called me
",0,know call
3247,"Funny fact Nobody teaches volcanoes 2 erupt, tsunamis 2 arise, hurricanes 2 sway aroundn no 1 teaches hw 2 choose a wife Natural disasters just happens
",0,funni fact nobodi teach volcano erupt tsunami aris hurrican sway aroundn teach hw choo wife natur disast happen
1521,"URGENT! Your Mobile No was awarded a Â£2,000 Bonus Caller Prize on 1/08/03! This is our 2nd attempt to contact YOU! Call 0871-4719-523 BOX95QU BT National Rate
",1,urgent mobil wa award bonu caller prize thi nd attempt contact call box qu bt nation rate
67,"Urgent UR awarded a complimentary trip to EuroDisinc Trav, Aco&Entry41 Or Â£1000. To claim txt DIS to 87121 18+6*Â£1.50(moreFrmMob. ShrAcomOrSglSuplt)10, LS1 3AJ
",1,urgent ur award complimentari trip eurodisinc trav aco entri claim txt di morefrmmob shracomorsglsuplt ls aj
3545,"Lol ok ill try to send. Be warned Sprint is dead slow. You'll prolly get it tomorrow
",0,lol ok ill tri send warn sprint dead slow prolli get tomorrow
5445,"You have won a guaranteed 32000 award or maybe even Â£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
",1,guarant award mayb even cash claim ur award call free legitimat efreefon number wat u think
1831,"That's the way you should stay oh.
",0,way stay oh
644,"Ya very nice. . .be ready on thursday
",0,ya veri nice readi thursday
4897,"2 and half years i missed your friendship:-)
",0,half year miss friendship
4292,"Call me when u're done...
",0,call u r done
2945,"We currently have a message awaiting your collection. To collect your message just call 08718723815.
",1,current messag await collect collect messag call
1688,"Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870
",1,free top rington sub weekli rington get st week free send subpoli per week stop sm
265,"Why you Dint come with us.
",0,whi dint come us
3781,"Then ur physics get a-?
",0,ur physic get
4507,"When are you guys leaving?
",0,guy leav
5293,"Xy trying smth now. U eat already? We havent...
",0,xy tri smth u eat alreadi havent
619,"I come n pick Ã¼ up... Come out immediately aft ur lesson...
",0,come n pick come immedi aft ur lesson
2673,"Super msg da:)nalla timing.
",0,super msg da nalla time
2759,"What time. Iâm out until prob 3 or so
",0,time prob
1962,"LOL that would be awesome payback.
",0,lol would awesom payback
3885,"A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345
",1,link pictur ha sent also use http alto co uk wave wave asp
1668,"So now my dad is gonna call after he gets out of work and ask all these crazy questions.
",0,dad gonna call get work ask crazi question
888,"Y dun cut too short leh. U dun like ah? She failed. She's quite sad.
",0,dun cut short leh u dun like ah fail quit sad
714,"Save yourself the stress. If the person has a dorm account, just send your account details and the money will be sent to you.
",0,save stress person ha dorm account send account detail money sent
1053,"I got another job! The one at the hospital doing data analysis or something, starts on monday! Not sure when my thesis will got finished
",0,got anoth job one hospit data analysi someth start monday sure thesi got finish
3234,"Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
",0,height recycl read twice peopl spend time earn money money spent spend time good morn keep smile
2208,"Usually the body takes care of it buy making sure it doesnt progress. Can we pls continue this talk on saturday.
",0,usual bodi take care buy make sure doesnt progress pl continu thi talk saturday
2004,"S....s...india going to draw the series after many years in south african soil..
",0,india go draw seri mani year south african soil
3627,"Yeah right! I'll bring my tape measure fri!
",0,yeah right bring tape measur fri
1618,"Did u download the fring app?
",0,u download fring app
4962,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND
",0,bit ur smile hppnss drop ur tear sorrow part ur heart life heart like mine wil care u forevr goodfriend
3241,"A cute thought for friendship: ""Its not necessary to share every secret with ur close Frnd, but watever u shared should be true""....
",0,cute thought friendship necessari share everi secret ur close frnd watev u share true
2832,"Thanx 4 sending me home...
",0,thanx send home
1263,"Hungry gay guys feeling hungry and up 4 it, now. Call 08718730555 just 10p/min. To stop texts call 08712460324 (10p/min)
",1,hungri gay guy feel hungri call p min stop text call p min
1425,"Yes.. now only saw your message..
",0,ye onli saw messag
2268,"Finish liao... U?
",0,finish liao u
4650,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.
",0,plea protect e threat sib never ask sensit inform like password atm sm pin thru email never share password anybodi
160,"You are a winner U have been specially selected 2 receive Â£1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810
",1,winner u special select receiv cash holiday flight inc speak live oper claim
1218,"Damn, can you make it tonight or do you want to just wait til tomorrow
",0,damn make tonight want wait til tomorrow
3002,"This message is free. Welcome to the new & improved Sex & Dogging club! To unsubscribe from this service reply STOP. msgs@150p 18+only
",1,thi messag free welcom new improv sex dog club unsubscrib thi servic repli stop msg p onli
648,"PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
",1,privat account statement show un redeem point call identifi code expir
2550,"Yup but not studying surfing lor. I'm in e lazy mode today.
",0,yup studi surf lor e lazi mode today
3503,"I will come to ur home now
",0,come ur home
5400,"Hi. Hope you had a good day. Have a better night.
",0,hi hope good day better night
982,"Reckon need to be in town by eightish to walk from * carpark.
",0,reckon need town eightish walk carpark
3097,"We walked from my moms. Right on stagwood pass right on winterstone left on victors hill. Address is &lt;#&gt;
",0,walk mom right stagwood pass right winterston left victor hill address lt gt
3111,"Good Luck! Draw takes place 28th Feb 06. Good Luck! For removal send STOP to 87239 customer services 08708034412
",1,good luck draw take place th feb good luck remov send stop custom servic
769,"I cant pick the phone right now. Pls send a message
",0,cant pick phone right pl send messag
2395,"I don't run away frm u... I walk slowly &amp; it kills me that u don't care enough to stop me...
",0,run away frm u walk slowli amp kill u care enough stop
2042,"Ã dun wan to watch infernal affair?
",0,dun wan watch infern affair
5268,"HI DARLIN ITS KATE ARE U UP FOR DOIN SOMETHIN TONIGHT? IM GOING TO A PUB CALLED THE SWAN OR SOMETHING WITH MY PARENTS FOR ONE DRINK SO PHONE ME IF U CAN
",0,hi darlin kate u doin somethin tonight im go pub call swan someth parent one drink phone u
2620,"<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 40 matches. Please call back on 09056242159 to retrieve your messages and matches cc100p/min
",1,forward hi thi mailbox messag sm alert match plea call back retriev messag match cc p min
937,"Since when, which side, any fever, any vomitin.
",0,sinc side ani fever ani vomitin
1509,"Sounds like something that someone testing me would sayy
",0,sound like someth someon test would sayi
5394,"Ooooooh I forgot to tell u I can get on yoville on my phone
",0,ooooooh forgot tell u get yovil phone
4216,"No dear i was sleeping :-P
",0,dear wa sleep p
